KYW_20140902_210000_Eyewitness_News_at_5	952.3	983.6	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140902_220000_Eyewitness_News_at_6	1617.0	1646.6	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140903_030000_Eyewitness_News_at_11	1451.0	1481.6	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140903_100000_Eyewitness_News_at_6	1732.2	1764.3	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140903_100000_Eyewitness_News_at_6	2544.0	2575.9	John Kane (pro)	Kane for Senate
KYW_20140903_100000_Eyewitness_News_at_6	588.9	619.0	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140903_110000_CBS_This_Morning	1768.9	1798.7	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140903_110000_CBS_This_Morning	6224.7	6255.4	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140903_210000_Eyewitness_News_at_5	1095.9	1126.3	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140903_210000_Eyewitness_News_at_5	1413.5	1444.0	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140903_210000_Eyewitness_News_at_5	3350.6	3380.3	John Kane (pro)	Kane for Senate
KYW_20140903_220000_Eyewitness_News_at_6	1417.6	1448.0	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140904_030000_Eyewitness_News_at_11	1392.8	1422.9	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140904_030000_Eyewitness_News_at_11	1741.5	1771.8	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140904_100000_Eyewitness_News_at_6	1075.2	1104.6	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140904_100000_Eyewitness_News_at_6	1785.0	1814.8	John Kane (pro)	Kane for Senate
KYW_20140904_100000_Eyewitness_News_at_6	3167.0	3196.8	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140904_110000_CBS_This_Morning	3508.9	3538.4	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140904_110000_CBS_This_Morning	6205.0	6235.6	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140904_110000_CBS_This_Morning	6685.6	6716.4	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140904_210000_Eyewitness_News_at_5	2619.7	2649.3	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140904_220000_Eyewitness_News_at_6	1388.8	1418.7	John Kane (pro)	Kane for Senate
KYW_20140904_220000_Eyewitness_News_at_6	1640.1	1670.2	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140905_030000_Eyewitness_News_at_11	1389.7	1419.5	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140905_030000_Eyewitness_News_at_11	1767.4	1797.6	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140905_030000_Eyewitness_News_at_11	1947.1	1976.8	John Kane (pro)	Kane for Senate
KYW_20140905_083000_Eyewitness_News_at_430am	1015.4	1046.1	none	National Association of Broadcasters
KYW_20140905_083000_Eyewitness_News_at_430am	1707.0	1736.9	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140905_090000_Eyewitness_News_at_5	1343.7	1374.1	none	National Association of Broadcasters
KYW_20140905_100000_Eyewitness_News_at_6	2487.4	2517.5	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140905_110000_CBS_This_Morning	5955.0	5985.1	John Kane (pro)	Kane for Senate
KYW_20140906_030000_Eyewitness_News_at_11	1388.7	1418.7	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140906_030000_Eyewitness_News_at_11	1698.1	1727.5	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140906_100000_Eyewitness_News_at_6	1652.9	1683.8	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140907_030000_Eyewitness_News_at_11	1360.5	1391.1	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140907_030000_Eyewitness_News_at_11	1360.9	1390.6	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140907_030000_Eyewitness_News_at_11	794.9	824.9	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140907_030000_Eyewitness_News_at_11	795.0	824.9	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140907_060500_Eyewitness_News_at_11	552.1	582.0	none	National Association of Broadcasters
KYW_20140907_110000_Eyewitness_News_at_7am	1747.3	1777.7	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140907_110000_Eyewitness_News_at_7am	1747.8	1777.8	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140907_120000_Eyewitness_News_at_8am	1373.0	1402.3	John Kane (pro)	Kane for Senate
KYW_20140907_120000_Eyewitness_News_at_8am	1373.0	1402.5	John Kane (pro)	Kane for Senate
KYW_20140907_120000_Eyewitness_News_at_8am	1373.0	1403.4	John Kane (pro)	Kane for Senate
KYW_20140907_120000_Eyewitness_News_at_8am	2381.5	2412.1	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140907_120000_Eyewitness_News_at_8am	2381.7	2411.6	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140907_120000_Eyewitness_News_at_8am	3472.3	3502.3	John Kane (pro)	Kane for Senate
KYW_20140907_120000_Eyewitness_News_at_8am	3472.5	3502.6	John Kane (pro)	Kane for Senate
KYW_20140907_130000_CBS_News_Sunday_Morning	386.4	416.9	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140907_130000_CBS_News_Sunday_Morning	386.8	416.4	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140907_130000_CBS_News_Sunday_Morning	5359.6	5389.8	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140907_130000_CBS_News_Sunday_Morning	5359.9	5389.6	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140907_143000_Face_the_Nation	3393.0	3423.6	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140907_230000_60_Minutes	3499.3	3529.3	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140908_030000_Eyewitness_News_at_11	1405.8	1436.8	John Kane (pro)	Kane for Senate
KYW_20140908_030000_Eyewitness_News_at_11	771.0	801.2	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140908_100000_Eyewitness_News_at_6	1852.1	1883.0	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140908_100000_Eyewitness_News_at_6	1852.3	1883.1	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140908_110000_CBS_This_Morning	6844.0	6874.6	John Kane (pro)	Kane for Senate
KYW_20140908_110000_CBS_This_Morning	6844.2	6873.8	John Kane (pro)	Kane for Senate
KYW_20140909_030000_Eyewitness_News_at_11	1399.9	1429.6	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140909_093000_Eyewitness_News_at_530	673.2	702.8	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140909_100000_Eyewitness_News_at_6	1410.0	1440.1	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140909_100000_Eyewitness_News_at_6	3529.0	3558.7	John Kane (pro)	Kane for Senate
KYW_20140909_110000_CBS_This_Morning	3334.1	3363.7	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140909_110000_CBS_This_Morning	4769.2	4798.7	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140909_110000_CBS_This_Morning	6308.9	6338.5	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140909_220000_Eyewitness_News_at_6	1376.3	1405.8	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140909_220000_Eyewitness_News_at_6	1680.0	1709.9	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140909_220000_Eyewitness_News_at_6	614.0	643.7	John Kane (pro)	Kane for Senate
KYW_20140910_030000_Eyewitness_News_at_11	1527.9	1558.0	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140910_030000_Eyewitness_News_at_11	1820.8	1850.2	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140910_030000_Eyewitness_News_at_11	2024.0	2053.4	John Kane (pro)	Kane for Senate
KYW_20140910_100000_Eyewitness_News_at_6	1135.0	1164.5	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140910_100000_Eyewitness_News_at_6	1681.6	1712.7	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140910_100000_Eyewitness_News_at_6	660.0	689.9	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140910_110000_CBS_This_Morning	2677.9	2707.5	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140910_110000_CBS_This_Morning	6007.0	6036.8	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140910_210000_Eyewitness_News_at_5	1041.9	1071.6	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140910_210000_Eyewitness_News_at_5	1363.0	1392.5	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140910_210000_Eyewitness_News_at_5	2325.8	2356.8	John Kane (pro)	Kane for Senate
KYW_20140910_220000_Eyewitness_News_at_6	1254.7	1284.4	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140910_220000_Eyewitness_News_at_6	675.0	704.6	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140910_223000_CBS_Evening_News_With_Scott_Pelley	1770.0	1800.4	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140911_031500_Eyewitness_News_at_11	1492.8	1522.7	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140911_031500_Eyewitness_News_at_11	1643.3	1672.5	John Kane (pro)	Kane for Senate
KYW_20140911_031500_Eyewitness_News_at_11	1926.0	1955.8	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140911_031500_Eyewitness_News_at_11	2086.9	2116.5	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140911_093000_Eyewitness_News_at_530	1187.1	1217.7	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140911_100000_Eyewitness_News_at_6	1115.4	1144.3	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140911_100000_Eyewitness_News_at_6	1377.9	1407.6	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140911_100000_Eyewitness_News_at_6	1805.1	1834.8	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140911_100000_Eyewitness_News_at_6	720.0	749.5	John Kane (pro)	Kane for Senate
KYW_20140911_100000_Eyewitness_News_at_6	720.0	749.9	John Kane (pro)	Kane for Senate
KYW_20140911_110000_CBS_This_Morning	4388.0	4417.5	John Kane (pro)	Kane for Senate
KYW_20140911_110000_CBS_This_Morning	4866.7	4897.2	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140911_110000_CBS_This_Morning	6674.5	6704.7	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140911_110000_CBS_This_Morning	6859.0	6889.5	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140911_210000_Eyewitness_News_at_5	1420.8	1451.3	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140911_210000_Eyewitness_News_at_5	1800.0	1829.3	John Kane (pro)	Kane for Senate
KYW_20140911_210000_Eyewitness_News_at_5	2751.1	2781.9	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140911_220000_Eyewitness_News_at_6	1370.1	1399.7	John Kane (pro)	Kane for Senate
KYW_20140911_220000_Eyewitness_News_at_6	1696.8	1726.7	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140911_220000_Eyewitness_News_at_6	617.4	647.2	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140911_220000_Eyewitness_News_at_6	737.9	767.8	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140912_100000_Eyewitness_News_at_6	1163.4	1192.8	John Kane (pro)	Kane for Senate
KYW_20140912_100000_Eyewitness_News_at_6	1717.1	1746.9	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140912_100000_Eyewitness_News_at_6	2503.9	2533.6	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140912_100000_Eyewitness_News_at_6	3094.0	3124.0	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140912_110000_CBS_This_Morning	1694.7	1723.7	John Kane (pro)	Kane for Senate
KYW_20140912_110000_CBS_This_Morning	1694.7	1724.0	John Kane (pro)	Kane for Senate
KYW_20140912_110000_CBS_This_Morning	2585.6	2617.8	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140912_110000_CBS_This_Morning	2586.8	2617.0	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140912_110000_CBS_This_Morning	4226.1	4255.7	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140912_110000_CBS_This_Morning	6048.8	6078.7	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140912_210000_Eyewitness_News_at_5	1129.5	1159.5	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140912_210000_Eyewitness_News_at_5	1816.3	1846.7	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140912_220000_Eyewitness_News_at_6	1246.5	1276.6	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140912_220000_Eyewitness_News_at_6	1396.8	1426.9	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140912_220000_Eyewitness_News_at_6	1662.6	1691.5	John Kane (pro)	Kane for Senate
KYW_20140913_030000_Eyewitness_News_at_11	1443.7	1473.5	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140913_030000_Eyewitness_News_at_11	1563.6	1594.2	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140913_030000_Eyewitness_News_at_11	1563.9	1593.6	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140913_030000_Eyewitness_News_at_11	1770.0	1799.4	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140913_030000_Eyewitness_News_at_11	1770.0	1800.0	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140913_100000_Eyewitness_News_at_6	1774.9	1804.7	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140914_110000_Eyewitness_News_at_7am	1707.8	1737.8	John Kane (pro)	Kane for Senate
KYW_20140914_110000_Eyewitness_News_at_7am	2578.8	2608.5	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140914_110000_Eyewitness_News_at_7am	3045.8	3075.5	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140914_110000_Eyewitness_News_at_7am	691.8	721.5	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140914_120000_Eyewitness_News_at_8am	1402.6	1433.2	John Kane (pro)	Kane for Senate
KYW_20140914_120000_Eyewitness_News_at_8am	3552.8	3583.4	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140914_120000_Eyewitness_News_at_8am	597.9	628.6	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140914_130000_CBS_News_Sunday_Morning	3051.0	3080.7	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140914_130000_CBS_News_Sunday_Morning	491.6	521.4	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140914_143000_Face_the_Nation	3475.7	3506.0	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140914_233000_60_Minutes	3672.6	3703.5	Tom Corbett (con)	Philadelphia Federation of Teachers
KYW_20140915_033000_Eyewitness_News_at_11	1960.0	1989.5	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140915_100000_Eyewitness_News_at_6	3127.9	3143.6	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140915_100000_Eyewitness_News_at_6	3263.8	3279.0	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140915_100000_Eyewitness_News_at_6	3529.4	3558.7	John Kane (pro)	Kane for Senate
KYW_20140915_100000_Eyewitness_News_at_6	696.1	725.8	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140915_110000_CBS_This_Morning	3478.9	3508.0	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140915_110000_CBS_This_Morning	6019.9	6035.1	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140915_110000_CBS_This_Morning	6185.1	6200.5	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140915_110000_CBS_This_Morning	6799.1	6828.5	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140915_210000_Eyewitness_News_at_5	1342.0	1356.3	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140915_210000_Eyewitness_News_at_5	1416.7	1431.7	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140915_210000_Eyewitness_News_at_5	1705.1	1734.8	John Kane (pro)	Kane for Senate
KYW_20140915_220000_Eyewitness_News_at_6	1573.6	1588.4	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140915_220000_Eyewitness_News_at_6	1648.9	1678.9	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140915_220000_Eyewitness_News_at_6	1708.7	1724.3	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140915_220000_Eyewitness_News_at_6	700.8	730.6	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140916_030000_Eyewitness_News_at_11	1780.8	1810.5	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140916_030000_Eyewitness_News_at_11	1917.9	1948.0	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140916_030000_Eyewitness_News_at_11	1988.4	2017.7	John Kane (pro)	Kane for Senate
KYW_20140916_093000_Eyewitness_News_at_530	656.8	687.3	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140916_100000_Eyewitness_News_at_6	1036.7	1051.7	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140916_100000_Eyewitness_News_at_6	1172.3	1187.0	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140916_100000_Eyewitness_News_at_6	1381.8	1411.9	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140916_110000_CBS_This_Morning	4683.9	4698.4	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140916_110000_CBS_This_Morning	4758.6	4774.0	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140916_110000_CBS_This_Morning	6155.9	6185.6	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140916_110000_CBS_This_Morning	6873.0	6903.5	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140916_210000_Eyewitness_News_at_5	1677.1	1691.1	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140916_210000_Eyewitness_News_at_5	1767.0	1782.9	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140916_220000_Eyewitness_News_at_6	1341.9	1372.0	John Kane (pro)	Kane for Senate
KYW_20140916_220000_Eyewitness_News_at_6	1342.0	1372.0	John Kane (pro)	Kane for Senate
KYW_20140916_220000_Eyewitness_News_at_6	1576.9	1591.9	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140916_220000_Eyewitness_News_at_6	1707.0	1722.1	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140916_220000_Eyewitness_News_at_6	636.3	665.6	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140917_030000_Eyewitness_News_at_11	1432.7	1462.5	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140917_030000_Eyewitness_News_at_11	1725.8	1755.5	Tom McGarrigle (pro)	Tom McGarrigle for State Senate
KYW_20140917_030000_Eyewitness_News_at_11	1933.7	1963.5	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140917_030000_Eyewitness_News_at_11	765.7	795.6	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140917_093000_Eyewitness_News_at_530	1220.0	1249.8	John Kane (pro)	Kane for Senate
KYW_20140917_100000_Eyewitness_News_at_6	1321.8	1351.3	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140917_100000_Eyewitness_News_at_6	1321.8	1351.7	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140917_100000_Eyewitness_News_at_6	1743.8	1773.7	Tom Corbett (pro)	Tom Corbett for Governor
KYW_20140917_100000_Eyewitness_News_at_6	2479.7	2494.4	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140917_100000_Eyewitness_News_at_6	2585.0	2599.8	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140917_100000_Eyewitness_News_at_6	3164.8	3194.5	John Kane (pro)	Kane for Senate
KYW_20140917_100000_Eyewitness_News_at_6	3165.0	3194.9	John Kane (pro)	Kane for Senate
KYW_20140917_210000_Eyewitness_News_at_5	1043.1	1058.4	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140917_210000_Eyewitness_News_at_5	1178.6	1193.5	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140917_210000_Eyewitness_News_at_5	2469.9	2499.7	Tom Wolf (con)	Tom Corbett for Governor
KYW_20140917_220000_Eyewitness_News_at_6	1213.5	1228.2	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140917_220000_Eyewitness_News_at_6	1379.3	1393.9	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140917_220000_Eyewitness_News_at_6	689.8	719.6	John Kane (pro)	Kane for Senate
KYW_20140917_220000_Eyewitness_News_at_6	690.8	719.8	John Kane (pro)	Kane for Senate
KYW_20140918_030000_Eyewitness_News_at_11	1398.9	1428.9	John Kane (pro)	Kane for Senate
KYW_20140918_030000_Eyewitness_News_at_11	1399.4	1428.5	John Kane (pro)	Kane for Senate
KYW_20140918_030000_Eyewitness_News_at_11	1708.8	1739.5	Tom McGarrigle (pro)	Tom McGarrigle for State Senate
KYW_20140918_030000_Eyewitness_News_at_11	2005.8	2035.6	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140918_090000_Eyewitness_News_at_5	1646.6	1675.8	John Kane (pro)	Kane for Senate
KYW_20140918_093000_Eyewitness_News_at_530	737.7	768.2	Tom Wolf (con)	Tom Corbett for Governor
KYW_20140918_100000_Eyewitness_News_at_6	2532.8	2562.8	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140918_100000_Eyewitness_News_at_6	3157.0	3186.9	John Kane (pro)	Kane for Senate
KYW_20140918_100000_Eyewitness_News_at_6	3453.0	3467.5	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140918_100000_Eyewitness_News_at_6	3587.9	3604.2	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140918_110000_CBS_This_Morning	1739.0	1768.4	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140918_110000_CBS_This_Morning	3333.9	3363.7	Tom Wolf (con)	Tom Corbett for Governor
KYW_20140918_110000_CBS_This_Morning	4361.8	4391.5	John Kane (pro)	Kane for Senate
KYW_20140918_110000_CBS_This_Morning	6588.6	6604.3	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140918_110000_CBS_This_Morning	6755.0	6770.4	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140918_210000_Eyewitness_News_at_5	1688.4	1703.5	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140918_210000_Eyewitness_News_at_5	1813.4	1828.8	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140918_210000_Eyewitness_News_at_5	3310.7	3340.6	Tom McGarrigle (con)	Kane for Senate
KYW_20140918_220000_Eyewitness_News_at_6	1263.7	1278.6	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140918_220000_Eyewitness_News_at_6	1428.9	1443.8	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140918_220000_Eyewitness_News_at_6	760.7	791.0	Tom Wolf (con)	Tom Corbett for Governor
KYW_20140919_100000_Eyewitness_News_at_6	1021.7	1037.0	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140919_100000_Eyewitness_News_at_6	1157.0	1172.8	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140919_100000_Eyewitness_News_at_6	1424.0	1454.0	Tom Wolf (pro)	Tom Wolf for Governor
KYW_20140919_100000_Eyewitness_News_at_6	723.2	753.1	Tom Wolf (con)	Tom Corbett for Governor
KYW_20140919_110000_CBS_This_Morning	3539.0	3568.6	Tom Corbett (con)	Tom Wolf for Governor
KYW_20140919_110000_CBS_This_Morning	4675.9	4690.5	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140919_110000_CBS_This_Morning	4750.9	4766.1	Aimee Belgard (con)	Tom MacArthur for Congress
KYW_20140919_110000_CBS_This_Morning	5966.8	5997.2	Tom Wolf (con)	Tom Corbett for Governor
KYW_20140919_110000_CBS_This_Morning	6799.0	6829.2	Tom McGarrigle (con)	Kane for Senate
KYW_20140919_210000_Eyewitness_News_at_5	1175.7	1205.7	Tom Wolf (con)	Tom Corbett for Governor
